,title,tag,location,description,img,image_count,pid,url
0,에어팟프로 미개봉 (맥세이프호환),"에어팟프로,에어팟프로미개봉,에어팟프로맥세이프,airpodspr,airpods",대구광역시 달서구 용산2동,"■ 제품안내
• 제품  -  [애플] 에어팟 프로 (AirPods Pro) 2021년형 맥세이프 호환 [MLWK3KH/A]
• 상태  -  새제품 (미개봉)
• 가격  -  235,000원 (배송비 3000원)
• 배송  -  평균 3~10일이내 출고

■ 상세정보
• 블루투스버전 : 블루투스5.0│형태 : 커널형│음질개선 : 액티브노이즈캔슬링, 공간음향│통화시간 : 3.5시간│음악시간 : 4시간│배터리종류 : 배터리일체형│채널 : 스테레오음성인식│플랫폼 : Siri│애플특징 : H1칩셋│단자 : 라이트닝│조작기능 : 터치버튼│방수기능 : 생활방수(IPX4)│마이크기능 : 마이크있음│사운드기능 : 주변음허용모드, 적응형EQ

■ 구매정보
• 판매상품별 배송기간이 다르니,제품안내 부분 확인해주세요.
• 판매하는 모든제품은 100% 정품(국내정식발매품)입니다.
• A/S(제품보증)은 제조사 정책에 따라 동일하게 처리됩니다.
• 가격조정/구매예약/교신(물물교환)은 진행하지 않습니다.
• 토요일/공휴일은 배송기간에 포함되지 않습니다.
• 주문/상품수급량에 따라 배송이 지연 될 수 있습니다.
• 구매 후 주문 취소시 영업일기준 1~3일 내 환불처리 됩니다.
• 해당제품은 입고 후 주문건 순차출고 됩니다.",https://media.bunjang.co.kr/product/170050742_{cnt}_1637031188_w{res}.jpg,1,170050742,https://m.bunjang.co.kr/products/170050742
1,에어팟 2세대 무선 본체,에어팟,,급처로 빠르게 처분해요,https://media.bunjang.co.kr/product/170083224_{cnt}_1637315401_w{res}.jpg,2,170083224,https://m.bunjang.co.kr/products/170083224
2,에어팟 2,"에어팟,프로,왼쪽,본체,2",경기도 시흥시 대야동,저도 중고로 샀구요 상태 좋지 않습니다 케이스 끼우면 이름 안보입니다 구성 없고 저대로 가요 네고 됩니다 딴말x,https://media.bunjang.co.kr/product/170712670_{cnt}_1637583322_w{res}.jpg,2,170712670,https://m.bunjang.co.kr/products/170712670
3,버즈라이브 팝니다.,"버즈,버즈라이브",인천광역시 서구 검단5동,"상태 좋아요 하자없어요.
직거래 인천 입니다.
",https://media.bunjang.co.kr/product/163901861_{cnt}_1631234246_w{res}.jpg,3,163901861,https://m.bunjang.co.kr/products/163901861
4,버즈 라이브,"버즈라이브,버즈2,버즈프로,버즈2케이스",경기도 광명시 광명7동,"2020년 9월 구매 충전선 제외 구성품 다 있음

하자 없음

",https://media.bunjang.co.kr/product/164963626_{cnt}_1637399033_w{res}.jpg,4,164963626,https://m.bunjang.co.kr/products/164963626
5,에어팟2세대 유선충전 미개봉 (애플코리아정품),"에어팟,에어팟미개봉,에어팟유선,에어팟2세대,무선에어팟",대구광역시 달서구 장기동,"■ 제품안내
• 제품  -  에어팟2세대 유선충전
• 상태  -  새제품 (미개봉)
• 가격  -  120,000원 (배송비 3000원)
• 배송  -  평균 3~10일내 출고

■ 상세정보
• 애플코리아 정품

■ 구매정보
• 판매상품별 배송기간이 다르니,제품안내 부분 확인해주세요.
• 판매하는 모든제품은 100% 정품(국내정식발매품)입니다.
• A/S(제품보증)은 제조사 정책에 따라 동일하게 처리됩니다.
• 가격조정/구매예약/교신(물물교환)은 진행하지 않습니다.
• 토요일/공휴일은 배송기간에 포함되지 않습니다.
• 주문/상품수급량에 따라 배송이 지연 될 수 있습니다.
• 구매 후 주문 취소시 영업일기준 1~3일 내 환불처리 됩니다.",https://media.bunjang.co.kr/product/146010313_{cnt}_1635910659_w{res}.jpg,2,146010313,https://m.bunjang.co.kr/products/146010313
6,에어팟 프로 판매합니다,"에어팟프로,애플냠냠,사과쩝쩝",경상남도 양산시 평산동,"실사용 한달입니다 본체는 깨끗하구요 유닛은 잔기스 좀 있습니다  문제 아예 없어용 보고싶은 부분 사진 찍어 보내드릴게요 Apple Care+ 이것도 해놔서 보상기간도 더 늘어났어요 
택포 20만원에 팔아영 ",https://media.bunjang.co.kr/product/170712428_{cnt}_1637583353_w{res}.jpg,9,170712428,https://m.bunjang.co.kr/products/170712428
7,@낱개판매전문@ 에어팟1/2세대 본체 왼쪽 오른쪽 유닛 팝니다,"1세대,2세대,에어팟1,에어팟2,새상품",세종특별자치시  한솔동,"거래1000건돌파❗️ 고객감사이벤트로 한정수량 초특가 할인중이니 서둘러 가져가세요!~ 

➡️ 고객 만족도'1'등!/후기 '1'등! 저 몬데몬데가 당당히 말씀드립니다⬅️

❤️이제품은 애플 정품입니다❤️

먼저 저희 상점 <몬데몬데>는  양심을 팔지 않습니다. 물건이 입고 되면 제품테스트 후 보관해놓다가 판매되면 깨끗이 청소/소독을 하고 안전하게 포장 후 배송드리는 절차입니다.  만약 짝퉁이 발견된다면 200%배상해드리겠습니다.  총 3번에 걸쳐 확인하니 걱정안하셔도 됩니다:) 

*<몬데몬데>는 양심을 팔지 않겠습니다. 다른 상점처럼 음질에 하자가 있으면 잠수 타거나, 귀찮아하지 않고 저희 몬데몬데는 제품 이상 확인 후 왕복배송비를 다 지불 해 빠르게 교환해드립니다. 다른 상점이랑 후기 비교해보시고 구매 해주세요!^^ 자신있습니다.*😉😉

에어팟은 잃어버렸을때 ‘몬데몬데’에서 구매하셔야하는이유!
- 저희 몬데몬데는 에어팟 낱개판매 '초창기 업자'이기 때문에 안좋은 후기가 있고, 비전문적인 다른 초보업자들과 다릅니다! 

특히 다른상점 후기가 다수가 좋다고 후기를 남겼다고 거래마시고 물건을 판매해서 받은 ""실제 구매자의 후기""인지 꼭 확인후 비교해주세요! 

누구보다 에어팟 문제에 대해 잘 알고 만약 개인상점에서 구매 할 경우 페어링에 오류가 있거나, 정가품이 확실한지, 또 제품에대해 문제가 있을경우 어떤문제인지 모르고 설명을 못드린다는 점입니다. 저희상점에서 구매하시면 페어링이 될때까지 만족하실때까지 끝까지 설명해드립니다

저희 몬데몬데는 사업자등록을 한 '정식판매자'입니다! 만약 법적으로 문제가 생기더라면 다른 판매자 보다 더 해결이 쉽겠죠?😄




🙇1,2세대유선본체------>35000🙇
🙇2세대 무선 본체------->40000🙇
🙇1세대 왼쪽or오른쪽---->35000🙇
🙇2세대 왼쪽or오른쪽---->45000🙇




🤜제 상점에 모든 에어팟은 이체 확인되면 깨끗이 전문도구를 이용해 청소후 보내드립니다~!🤛 

구매하시면 에어캡으로 돌돌돌 말아 안전하게 배송해드려요❗️

깔끔하고 수많은 후기가 있는 후기좋은상점에서 안전하게 거래 추천드립니다!😺😺😺

에어팟 유닛은 서로 세대가 같아야지 호환됩니다!  (예시)
 1세대왼쪽—2세대오른쪽❌    1세대본체—2세대양쪽⭕️
 2세대왼쪽—1세대오른쪽❌     2세대본체—1세대양쪽⭕️
 1세대왼쪽—1세대오른쪽⭕️     1세대본체—1세대양쪽⭕️
 2세대왼쪽—2세대오른쪽⭕️    2세대본체—2세대양쪽⭕️

에어팟 요즘 사기 너무 많아 마음먹고 전문적으로 상태 검수후 들여와 판매하고 있습니다!

2개 구매하시면 —— 케이스하나——- 서비스💁
3개 구매하시면 —— 미사용정품충전케이블—— 서비스💁
(풀세트로 구매하시면 케이블이랑 에어팟 박스도 보내드릴게요!) 

입금이 오래걸리는 번개페이는 안하는점 양해부탁드립니다🙏

직거래👉세종특별자치시 반곡동 대전,세종분들 직거래문의는 연락 주시면 갈일 있으면 거기서도 가능하니 문의주세요





*물어보시는분이 많으셔서 에어팟페어링하는방법 알려드리겠습니다*
👉에어팟 받으시고 유닛or본체 끼우시면 주황색불이 깜빡거릴거예요. 그리고 뚜껑 연 상태로 뒤에 버튼 계속 누르면 흰색 불이 깜빡거리면서 에어팟 처음 샀을때처럼 초기화 됩니다. 그리고 다시 등록해주시면 돼요! 만약 안되시면 에어팟 펌웨어버전이 다른거라 충전기 끼우신다음 뚜껑연 상태로 충전시키고 몇시간 뒤에 해보세요! 잘 모르시겠으면 네이버에 에어팟 펌웨어업데이트 검색 하시면 저 보다 설명 잘 되어있어요^^  ",https://media.bunjang.co.kr/product/137255810_{cnt}_1637422801_w{res}.jpg,8,137255810,https://m.bunjang.co.kr/products/137255810
8,갤럭시 버즈라이브 케이스,"버즈라이브,케이스,갤럭시,삼성전자,정품",부산광역시 동래구 명장제2동,"원가 15,000원 주고 구매했던 버즈라이브 케이스 입니다.
포장도 안뜯은 새상품이고 배송비 미포함 가격입니다.
반택 -) 2000원 추가 일반택배 -) 3000원 추가 되시고 나머지 추가금액은 제가 부담할게요~ 쿨거래 환영합니다.",https://media.bunjang.co.kr/product/170712379_{cnt}_1637583183_w{res}.jpg,1,170712379,https://m.bunjang.co.kr/products/170712379
9,버즈 라이브,"버즈,라이브",경기도 부천시 역곡3동,"버즈라이브
케이스 3만5000원
왼쪽 3만원
두개 다 하시면 6만원
입니다

양지초 근처 직거래 
또는 택배로 보내드립니다 
(택배비 별도)",https://media.bunjang.co.kr/product/170067513_{cnt}_1637041920_w{res}.jpg,3,170067513,https://m.bunjang.co.kr/products/170067513
