,title,tag,location,description,img,image_count,pid,url
0,공학용   계산기,공학용계산기,경기도 고양시 일산동구 장항2동,"작동  이상  없습니다
반값  택배비  포함   입니다",https://media.bunjang.co.kr/product/170710211_{cnt}_1637582065_w{res}.jpg,2,170710211,https://m.bunjang.co.kr/products/170710211
1,D11 라벨 프린터+라벨8봉,"라벨,프린터,프린트,인쇄",,"프린터랑 라벨들 입니다.
몇개씩 쓴것도 있고 거의 안쓴것도 있고 그렇습니다. 
다 많이 쓰진 않았습니다. 
택포 금액입니다. ",https://media.bunjang.co.kr/product/166007697_{cnt}_1635315301_w{res}.jpg,5,166007697,https://m.bunjang.co.kr/products/166007697
2,신용카드결재단말기,"신용카드,결재",서울특별시 종로구 창신제2동,"
택포45000원입니다.

이상없이 작동 잘됩니다.",https://media.bunjang.co.kr/product/157953765_{cnt}_1625010637_w{res}.jpg,5,157953765,https://m.bunjang.co.kr/products/157953765
3,후지제록스 DocuCentre - SC2020 A3 컬러복합기,"SC2020,후지제록스,중고복합기,복합기,A3복합기","가산디지털단지역(수도권1호선,7호선)","모델명 : 후지제록스 A3컬러복합기 DocuCentre-SC2020

기본기능:A3복사+프린터+스캔+팩스

토너 50% 이상 남아 있습니다

제품상태는 얼마쓰지않아 A급입니다

​출력및복사속도 분당 20매급

해상도 2,400x1,200dpi 고해상도

스캔속도 흑백 24ppm, 컬러 19ppm 

서울 경기권 지역은 3개월 무상보증해 드립니다

직접 배송 및 설치 가능하구요~

배송비, 팩스,부가세는 별도입니다

그외 지역 분들은 화물용달로도 받아보실 수 있습니다.

매장 방문하시면, 직접 기계 테스트 가능합니다.

매장주소 : 서울특별시 구로구 가리봉동 125-34 2층입니다.

해당제품은 월 6만원~9만원 내외로 렌탈도 가능한 제품입니다.

렌탈시엔 각종 소모품 및 A/S 서비스가 무료입니다.

문의는 ***-****-**** 또는 1688-8589로 해주세요

",https://media.bunjang.co.kr/product/93924157_{cnt}_1628643446_w{res}.jpg,3,93924157,https://m.bunjang.co.kr/products/93924157
4,캐논 iR ADV 4035 A3 흑백복합기 판매합니다.,"4035,캐논복합기,복합기,중고복합기,칼라복합기","가산디지털단지역(수도권1호선,7호선)","서울 경기권 지역은 직접 배송 및 설치 가능하구요~
판매 가격 :  90만원 ( 이유있는 네고 가능 )

그외 지역 분들은 화물용달로도 받아보실 수 있습니다.

문의전화: ***-****-**** (주말 및 야간 상담 환영합니다.)

(부재중일 시, 문자 한번만 남겨주시면 대단히 감사하겠습니다 ^^;)",https://media.bunjang.co.kr/product/115219190_{cnt}_1578764332_w{res}.jpg,3,115219190,https://m.bunjang.co.kr/products/115219190
5,신도리코 D401 컬러 디지털 복합기,"D401,신도복합기,중고복합기,복합기,신도리코","가산디지털단지역(수도권1호선,7호선)","출력속도 : 28매/분 (컬러, 흑백 동일)

출력 최대 해상도 : 1,800 x 600dpi급

스캔속도 : 분당 42~70매 입니다.

스캔 해상도 600DPI 까지 지원합니다.

복사 해상도 600X600 DPI 입니다.

첫장 복사시간 컬러 7.7초 이하 흑백 5.8초 이하

복사속도는 분당28매 입니다. (흑백/컬러 동일)

판매가 : 80만원 ( 이유있는 네고 가능 )

전국 지점망 구축으로 어디서든 빠르게 화물배송 및 설치를 받아보실수 있습니다.

복합기만 28년간 판매해왔습니다. 전국 최저가 및 최상의 서비스 약속 드립니다.

구매 및 사양 문의 : 1688-8589 ( 평일 09시~18시 )

저녁 / 공휴일 / 일요일 : ***-****-**** ( 가급적 문자 부탁 드리겠습니다. )

매장 방문하시면, 직접 기계 테스트 가능합니다.

무료 주차장 완비되어 있습니다.

주소 :  서울시 구로구 가리봉동 125-34 2층 입니다.",https://media.bunjang.co.kr/product/110387739_{cnt}_1592884710_w{res}.jpg,8,110387739,https://m.bunjang.co.kr/products/110387739
6,삼성 MultiXpress SL-X4300NR A3 컬러복합기,"x4300nr,4300nr,4300,컬러복합기,중고복합기","가산디지털단지역(수도권1호선,7호선)","삼성 MultiXpress SL-X4300NR A3 컬러복합기 판매합니다.

분당 30매 출력이 가능한 초고속 A3 컬러복합기 입니다.

서울 경기권 3개월 무상 AS 가능합니다.

판매가 : 문의 바랍니다 ^^ (중고나라 최저가 보장)

서울 경기권 지역은 직접 배송 및 설치 가능하구요~

그외 지역 분들은 화물용달로도 받아보실 수 있습니다.

문의전화: ***-****-**** (주말 및 야간 상담 환영합니다.)

(부재중일 시, 문자 한번만 남겨주시면 대단히 감사하겠습니다 ^^;)",https://media.bunjang.co.kr/product/115041406_{cnt}_1619270302_w{res}.jpg,1,115041406,https://m.bunjang.co.kr/products/115041406
7,후지제록스 DocuCentre-IV 3060 A3 흑백복합기 판매합니다.,"복합기,3060,복사기,프린터,중고복합기","가산디지털단지역(수도권1호선,7호선)","복합기는 저렴하게 구매하는 것이 전부가 아닙니다.

소모품 잔량, 기계 상태, A/S 기간 등을 잘 따져보셔야 합니다.

스캔 해상도 600 × 600 dpi

프린팅 해상도 1200 × 1200 dpi

분당 출력속도 30매급

서울 경기권 3개월 무상 AS 가능합니다.

판매가 : 문의 바랍니다.

전국 지점망 구축으로 어디서든 빠르게 화물배송 및 설치를 받아보실수 있습니다.

복합기만 28년간 판매해왔습니다. 전국 최저가 및 최상의 서비스 약속 드립니다.

구매 및 사양 문의 : 1688-8589 ( 평일 09시~18시 )

저녁 / 공휴일 / 일요일 : ***-****-**** ( 가급적 문자 부탁 드리겠습니다. )

매장 방문하시면, 직접 기계 테스트 가능합니다.

무료 주차장 완비되어 있습니다.

주소 :  서울시 구로구 가리봉동 125-34 2층 입니다.",https://media.bunjang.co.kr/product/114704499_{cnt}_1622285123_w{res}.jpg,2,114704499,https://m.bunjang.co.kr/products/114704499
8,신도 N501 A3 흑백디지털복합기 판매합니다.,"복합기,복사기,중고렌탈,N501,흑백복합기","가산디지털단지역(수도권1호선,7호선)","현재 시판되고 있는

신도리코 명품복합기

복사+팩스+프린터+스캔+양면 분당28매 고속A3복합기
             1년사용(용지함 기본2단입니다)
임대시 월 7만원
무상보증3개월/보증없이는 5만원할인

신도 N501 A3 컬러복합기 판매합니다.

판매 가격 : 90만원 ( 이유있는 네고 가능 )

서울 경기권 지역은 직접 배송 및 설치 가능하구요~

그외 지역 분들은 화물용달로도 받아보실 수 있습니다.

문의전화: ***-****-**** (주말 및 야간 상담 환영합니다.)

(부재중일 시, 문자 한번만 남겨주시면 대단히 감사하겠습니다 ^^;)",https://media.bunjang.co.kr/product/86000596_{cnt}_1578763328_w{res}.jpg,5,86000596,https://m.bunjang.co.kr/products/86000596
9,캐논복합기,팩스복합기,서울특별시 관악구 신림동,"캐논 복합기(컬러)
5만원
(잉크 보충요망)
-팩스,복사,스캔,인쇄
서울 신림동",https://media.bunjang.co.kr/product/168208722_{cnt}_1635330945_w{res}.jpg,5,168208722,https://m.bunjang.co.kr/products/168208722
