,title,tag,location,description,img,image_count,pid,url
0,앱코 해커 k640t slim,"앱코,앱코해커,k640t",부산광역시 동래구 수민동,"https://youtu.be/rQ-rx8NPo-Y<< 리뷰영상

로우 프로파일이라 키보드가 높지 않아서 저처럼 손목이 좀 안 좋으신 분들 쓰기 좋아요 :)
청축치곤 소리도 진짜 작은 편이에요",https://media.bunjang.co.kr/product/170715323_{cnt}_1637584624_w{res}.jpg,1,170715323,https://m.bunjang.co.kr/products/170715323
1,"필립스 키보드,마우스 세트(유선)","필립스,키보드,마우스,#파름신오신날,##파름신오신날",경기도 파주시 운정1동,"키보드는 2일 사용하였고 마우스는 미사용입니다

키보드 사용 후 청소했습니다

택배비 포함 12,500원입니다
(1000원 내렸어요)

직거래는 일산동구 지역/야당역,운정역 입니다",https://media.bunjang.co.kr/product/168166435_{cnt}_1637414046_w{res}.jpg,1,168166435,https://m.bunjang.co.kr/products/168166435
2,무아스 DOT 2세대 기계식 키보드 어썸그레이 ,"무아스,DOT,기계식키보드,레오폴드",서울특별시 종로구 숭인제1동,"무아스 DOT 2세대 기계식 키보드
어썸그레이컬러
다른 키보드가. 생겨서 내놓습니다
사용은 일주일정도 했습니다
거의 새상품퀄리티
블루투스 기능 있구요 
유선도 있습니다 
자세한건 인터넷 검색 해보시면 더 상세히
정보를 얻을 수 있습니다",https://media.bunjang.co.kr/product/161758381_{cnt}_1628931076_w{res}.jpg,1,161758381,https://m.bunjang.co.kr/products/161758381
3,맥북 키보드커버,"맥북,키보드커버",,"맥북 에어 13인치 사면서 키보드 커버를 시켰는데
15인치 로 온거 같아요! 13인치에는 안맞아요!!!
이게 프로껀가요 에어껀가요ㅜㅜㅜ
택배비 미포함 입니당
택배는 편의점 택배로 보내드리겠습니다
:)교환&반품은 ❌",https://media.bunjang.co.kr/product/166014978_{cnt}_1633269214_w{res}.jpg,6,166014978,https://m.bunjang.co.kr/products/166014978
4,로지텍 MX KEYS 정품 판매합니다~,"블루투스키보드,로지텍키보드,mxkeys",경기도 안산시 상록구 성포동,"MX KEYS 팝니다!
로지텍 공식스토어에서
12일 구매 후 받았구요

사무용으로 쓰려고 구매후
풀배열의 벽을 못넘고
판매하려 합니다

기계식 키보드를 주로 써서
적응하려고 몇 번 타건한게 끝입니다
숫자 많이 쓰고 엑셀 쓰시는 분들
사무용으로 좋습니다
조용하고 키감이 좋거든요

2주 전 11월 12일 날 구매했고
로지텍 1년 보증 가능합니다!
관심있으신분 연락주세요~",https://media.bunjang.co.kr/product/170714521_{cnt}_1637584245_w{res}.jpg,6,170714521,https://m.bunjang.co.kr/products/170714521
5,엑토 레트로 팝 미니 블루투스 키보드,"블루투스키보드,레트로팝미니,레트로키보드,키보드,미니키보드",,"엑토 레트로 팝 미니 블루투스 키보드 
색상 : 블랙 
미개봉 새 제품입니다. 
택배만 가능
선불하시면 +3000원 ",https://media.bunjang.co.kr/product/170166197_{cnt}_1637146948_w{res}.jpg,2,170166197,https://m.bunjang.co.kr/products/170166197
6,바밀로 매화 로즈축,"로즈축,바밀로,한달사용",서울특별시 중랑구 면목제2동,"사진대로 8월 12일에 쿠팡으로 구매하였습니다 풀박스이구요 
직거래 원하고 택배거래도 됩니다 네고는 안됩니다 지역이동시 교통비는 5천원정도는 따로 챙겨드립니다 상태 진짜 좋습니다 번개페이는 따로 안됍니다",https://media.bunjang.co.kr/product/164224705_{cnt}_1636956812_w{res}.jpg,5,164224705,https://m.bunjang.co.kr/products/164224705
7,로지텍 키보드 커버 K380,"로지텍,로지텍키보드,로지텍k380,키보드커버,로지텍마우스",서울특별시 마포구 망원제2동,반택으로 보내드려요 새상품,https://media.bunjang.co.kr/product/169996397_{cnt}_1636973141_w{res}.jpg,1,169996397,https://m.bunjang.co.kr/products/169996397
8,(새상품)마우스 키보드 세트 스컬프트 인체공학 데스크톱,"인체공학키보드,인체공학마우스,스컬프트인체공학데",서울특별시 노원구 공릉1동,"마이크로소프트 스컬프트인체공학 데스크톱 입니다
뜯지도않은 새상품입니다 톡주세요~~!!!
3m손목보호 마우스패드도 같이드릴게요!",https://media.bunjang.co.kr/product/169857603_{cnt}_1637511726_w{res}.jpg,3,169857603,https://m.bunjang.co.kr/products/169857603
9,기간투스v2 라지 레이저 마우스패드,"마우스패드,기간투스,레이저,기간투스v2",서울특별시 구로구 오류제2동,"기간투스v2시켰는데 알고보니 사이즈를 잘못 시켰더라구요.
근데 배송이 이미 시작해서 취소가 안되네요 라지사이즈구요  미개봉으로 보내드릴게요. 
다음주도착예정이라네요 
쿨거시 택포 20000원",https://media.bunjang.co.kr/product/170713763_{cnt}_1637583876_w{res}.jpg,1,170713763,https://m.bunjang.co.kr/products/170713763
10,[무료배송] 머레이 무선마우스 새상품,"마우스,무선마우스,새상품,화이트,머레이무선마우스",,"머레이 무선 마우스 화이트 색상입니다.

배송 받은 후 색상 체크만 하고 실사용 없은 새상품입니다.

구매 후 환불X",https://media.bunjang.co.kr/product/163990571_{cnt}_1633574132_w{res}.jpg,1,163990571,https://m.bunjang.co.kr/products/163990571
11,무선 키보드 무선 마우스 일괄,"마이크로소프트마우스,블루투스마우스,블루투스키보드",,"실사용 2개월 

개별 구매가 아니라 일괄로 판매 하는것입니다 
개별 문의도 받습니다",https://media.bunjang.co.kr/product/169859746_{cnt}_1636860139_w{res}.jpg,4,169859746,https://m.bunjang.co.kr/products/169859746
12,게이밍 마우스 - ASUS TUF M3 신품 ,"게이밍마우스,에이수스,유선마우스,asus,tuf m3",경기도 김포시 장기동,"너무도 유명한 에이수스 제품이죠.
최고의 가성비를 가진 게이밍 마우스입니다.
꼭 필요한 분만 연락주세요. 밀봉 새제품입니다.",https://media.bunjang.co.kr/product/169763020_{cnt}_1636765298_w{res}.jpg,8,169763020,https://m.bunjang.co.kr/products/169763020
13,덱 헤슘 거북선 청축 키보드,"청축,거북선,키보드",대구광역시 남구 봉덕2동,"사용기간 7일
구성품 풀박스 
편하게 톡주시면 사진 더드릴게요
상태 새제품급입니다
",https://media.bunjang.co.kr/product/170712944_{cnt}_1637583448_w{res}.jpg,1,170712944,https://m.bunjang.co.kr/products/170712944
14,맥스틸 g71 게이밍 마우스,"마우스,게이밍마우스,멕스틸,멕스틸g71,멕스틸마우스",,"🔺배송

-홈픽 택배 
-우체국 우편/택배/등기 
-편의점 반값택배 
-편의점 택배",https://media.bunjang.co.kr/product/161166783_{cnt}_1635338695_w{res}.jpg,4,161166783,https://m.bunjang.co.kr/products/161166783
15,로지텍 마우스 g302,"파름신오신날,로지텍,마우스",서울특별시 동대문구 청량리동,"좌우버튼 더블 형상 없어요.
3년정도 쓰고 사용 감있습니다.
필요하신분은 커피 값에 가져가세요.",https://media.bunjang.co.kr/product/170712762_{cnt}_1637584259_w{res}.jpg,2,170712762,https://m.bunjang.co.kr/products/170712762
16,와콤 액정타블렛 DTK-1660 팝니다,"와콤,와콤타블렛,와콤신티크16",인천광역시 계양구 계양2동,"10월 네이버페이로 구매

거의 안 썼습니다. 펜은 아예 한번도 안 쓴 새거구요 액정필름 살짝 긁힌자국 있는데 필름 새거 있어서 그냥 가시면 됩니다

꺼내놓고 막상 아이맥 연결을 못해서 그냥 방치해두다 팝니다 인천 직거래 풀박스입니다",https://media.bunjang.co.kr/product/170712290_{cnt}_1637583128_w{res}.jpg,1,170712290,https://m.bunjang.co.kr/products/170712290
