,title,tag,location,description,img,image_count,pid,url
0,인터넷최저가 브리츠 블루투스 스피커 오디오 앰프 블루투스오디오 나무스피커,"블르투스스피커,우드스피커,브리츠스피커,브리츠블루투스스피커,브리츠블루투스",서울특별시 용산구 한남동,"★ 100%정품 브리츠 블루투스 스피커입니다

★ 레트로한 우드디자인으로 카페, 홈인테리어로 유명한 제품입니다

★ 새상품이며 오픈마켓(네*버,쿠* 등)포함 최저가입니다 이가격 아무리 찾아보셔도 없을겁니다


♥세상의 모든 편리함 유틸마켓입니다! 유틸마켓은 정식 사업자등록을 한 상점입니다 믿고 주문하셔도 됩니다(사업자 번호 : 351-09-02103 대표자 장영웅)♥

♥최대한 빠른 답변을 위해 노력하고 있습니다만, 답변이 조금 늦어지도라도 문의주신 당일에 반드시 답변을 드리겠습니다♥",https://media.bunjang.co.kr/product/170527196_{cnt}_1637419961_w{res}.jpg,9,170527196,https://m.bunjang.co.kr/products/170527196
1,이동식 블루투스 스피커 팝니다. 충전방식 할인중,"블루투스스피커,스피커,블루투스,무선마이크,할인",서울특별시 양천구 신월7동,"
야외 스피커 오디오 시스템

​

A/D/S/ 정품​

​

모델: TCI 208D​

POWER: 20W

Impedance: 4Ohm

Drive Unit: 1""+8""

FR: 90-20KHz

Product Size(mm): 355*320*556

Package Size(mm/pc): 398*350*746

G.W: 12.9KG

​

모임, 사회, 야외, 캠핑, 방송, 노래, 드라마, 영화  이동형 제품
실내에서도 사용가능 LED 들어가 있는 제품
​리모컨 
블루투스 어댑터등
음악을 밖에서도 즐겁게 감상과 노래도 부르실수 있는 시스템 입니다.​


판매가격: 690,000원
할인가격: 340,000원 ( 무선마이크 미포함) 
무선마이크 2개 추가시 60,000원 추가

무료 배송 ​

문의 전화
***-****-****
02-2625-1999",https://media.bunjang.co.kr/product/148906161_{cnt}_1615815524_w{res}.jpg,9,148906161,https://m.bunjang.co.kr/products/148906161
2,3대분 브랜드 스피커 앰프 우퍼 구성 필러 면발광성형 포함,"앰프,우퍼",서울특별시 양천구 신월7동,"***-****-****

***-****-****

제품 구성 내용은 아래 이미지 파일 

참고 하여 주세요 

​

100% 예약 

3대분 할인 가격으로 진행 드립니다.   

​

부자재

우퍼박스,휴즈,전원4게이지 YAMATSUI, RCA YAMATSUI,

스피커배선,우퍼배선,아데, 링크사용시 별도

장착 작업까지 본 상품은 국내 차량 기준이며 수입차량은 미리 상담 주세요

작업소요시간:하루 정도 소요됩니다.

차종에 따라 시간은 변경되실수 있습니다.

작업은 예약으로 이루어집니다

​

토요일 일요일에도 작업 가능합니다 365일

야간 새벽작업도 가능 작업은 예약으로 진행

서울,경기,인천 주변권 출장도 가능합니다.

도매,소매도 가능

​​

​

문의 ***-****-****

사무실:02-2625-1999

​

1호점

카오디오 공사판

주소: 서울 양천구 신월동 995-10번지 경창빌딩 1층

도로명; 서울 양천구 남부순환로 560번지 경창빌딩 1층

​

2호점

카오디오튜닝매니아

사무실: 041-936-1444

주소: 충남 보령시 동대동 739- 44번지 산성교회옆

도로명 : 충남 보령시 천변남길 318-3 산성교회옆",https://media.bunjang.co.kr/product/154137545_{cnt}_1620982863_w{res}.jpg,10,154137545,https://m.bunjang.co.kr/products/154137545
3,카카오프렌즈 브릭 피규어 BT스피커 WI19-BS-RY01,"카카오프렌즈,블루투스스피커,카카오블루투스스피",경기도 오산시 남촌동,"5핀 충전기로 충전가능하고 5만원대로 구매했었고 사용도 얼마 안써서 기능도 아주 잘됩니다 소리도 좋아요 
궐동에서 거래가능합니다",https://media.bunjang.co.kr/product/170458209_{cnt}_1637377154_w{res}.jpg,2,170458209,https://m.bunjang.co.kr/products/170458209
4,기가지니lte2,"블루투스스피커,ai스피커,기가지니lte",충청북도 청주시 상당구 용암2동,"박스채이구요 
상태 최고입니다 
연락주세욥! 
직거래는 청주지역입니다
택배는 3500추가로 주셔야해요!",https://media.bunjang.co.kr/product/169037020_{cnt}_1636206801_w{res}.jpg,1,169037020,https://m.bunjang.co.kr/products/169037020
5,미니언즈 블루투스 스피커 오토 팝니다.,"미니언,유니버셜,아이리버,굿즈,피규어",인천광역시 서구 청라3동,"미니언 블루투스 스피커입니다.
아이리버 미니언 정품입니다.

뜯지도 않은 미개봉 새상품입니다.
그로 인해 외관만 촬영했습니다.

내부 제품 및 스펙은 사진에 
첨부해두었으니 확인 바랍니다!

스피커 외 피규어로도 사용 가능합니다!",https://media.bunjang.co.kr/product/165438519_{cnt}_1632728112_w{res}.jpg,6,165438519,https://m.bunjang.co.kr/products/165438519
6,KRK vxt4 한조 (파워케이블 포함),"krk,vxt4",서울특별시 강서구 화곡제1동,"Krk vxt4입니다.

스피커를 새로 사게되어서 
전에쓰던 스피커 처분하려고 합니다.
(박스X)

하자는 없습니다.

직거래만 하고
사운드 테스트는 화곡1동입니다.




",https://media.bunjang.co.kr/product/170319350_{cnt}_1637308493_w{res}.jpg,4,170319350,https://m.bunjang.co.kr/products/170319350
7,크리스 스피커 ns 2.5,"파름신오신날,크리스,스피커,criss",,"구매시 채팅문의 먼저 주세요.
네고 거절
""택배거래시 파손면책에 구매자가 동의한것으로 간주합니다.
배송중에 발생하는 찌그러짐, 파손 등에 대해 판매자는 책임지지 않습니다.""
거래 후 교환, 환불 안됩니다.

크리스 스피커 ns 2.5
작동합니다
회색랩핑지 벗겨지거나 헐겁습니다
그점 가만해서 가격내림
구리선 미포함
일반택배 5000",https://media.bunjang.co.kr/product/170712245_{cnt}_1637583111_w{res}.jpg,4,170712245,https://m.bunjang.co.kr/products/170712245
8,레트로 현대노래방가라오케 반주기HD-701C/하자 (설명글  필독),"레트로,추억,현대,휴대용가라오케,라디오마이크작동잘",광주광역시 북구 신안동,"레트로 현대전자  노래방
가라오케 반주기HD-701C/하자 
35년정도된  추억에  노래방  휴대용  가라오케 기계입니다.

추억에  물품입니다.
외관깨끗합니다.

마이크작동잘되고 5개버튼 (음량.노래.에코등 다잘됩니다).
AM/FM모두  잘됩니다.

하자는노래곡이  수록되어  있는데  사직액정처럼 버튼잘  눌러지는데  가장중요한  시작/정지버튼이 안눌러집니다. 안에접지단자가  떨어진것  같은데  그건어느정도  손기술이  있으시거나  가까운  전파사에서 고치시면 될   듯  합니다.
카세트는  안되구요.

실내에서는 아답타연결/밖에서는  건전지로  작동하시면 됩니다.

30년이상된 기기인데 외관상태는  전용어깨끈포함 상태좋구요.

■구성품●
가라오케본체
전용아답타
마이크.
노래책자

광주광역시는 직거래구요ㆍ타지역은 택배비 별도입니다.


●●레트로기기이니  사 가신분께서  컬랙팅.고쳐서 아니면 마이크나 라디오는 잘되고  약간손봐서 쓰실분께  권해드립니다●●

●●하자여부 설명글에 올렸으니 교환/환불 어렵습니다●●

●●판매내역 많으니 믿고 구매하셔도 됩니다●●

가로50cm×세로30cm정도 됩니다.


***-****-**** ((문자주세요))

",https://media.bunjang.co.kr/product/168724071_{cnt}_1636435515_w{res}.jpg,9,168724071,https://m.bunjang.co.kr/products/168724071
9,온쿄 스피커 ,"스피커,오디오,홈시어터,리시버,턴테이블",경기도 광명시 광명6동,"높이80


정상제품입니다 지직험없이 바란쓰정확 합니다 
4인치우퍼인데요 10인치 저음나옵니다
소리 추천합니다
﻿

탄노이 리시버 제이비엘 jbl 와피데일 서브우퍼 야마하 앰프리모컨 인켈 인티앰프 롯데 파워앰프 파이오니아 이큐 아남 전축 오디오 소니 캔우드 프리앰프 젠센 폴크오디오 에로이카 턴테이블 마란츠 태광 야모 자모 인피니티 파나소닉 에어로 노래방 보스

공10-삼영2사-7사사구 ",https://media.bunjang.co.kr/product/169193469_{cnt}_1637581814_w{res}.jpg,9,169193469,https://m.bunjang.co.kr/products/169193469
