,title,tag,location,description,img,image_count,pid,url
0,아이패드에어4세대 미개봉 (애플코리아정품),"아이패드에어4,아이패드에어4세대,아이패드,ipadair4,아이패드에어4미개",대구광역시 달서구 용산2동,"■ 제품안내
• 제품  -  아이패드에어4세대 
• 상태  -  새제품 (미개봉)
• 색상  -  스페이스그레이,블루,그린,실버,로즈골드
• 가격  -  (배송비 3,000원)
▶64GB WIFI: 600,000원
▶64GB 셀룰러: 760,000원
▶256GB WIIFI : 810,000원
• 배송  -  평균 3~10일이내 출고

■ 상세정보
• 애플코리아 정품
• 애플케어플러스 가능 (제품수령 후 직접신청)
• 애플펜슬 2세대 추가: 140,000원
• 매직키보드(블랙,화이트) 추가: 330,000원

■ 구매정보
• 판매상품별 배송기간이 다르니,제품안내 부분 확인해주세요.
• 판매하는 모든제품은 100% 정품(국내정식발매품)입니다.
• A/S(제품보증)은 제조사 정책에 따라 동일하게 처리됩니다.
• 가격조정/구매예약/교신(물물교환)은 진행하지 않습니다.
• 토요일/공휴일은 배송기간에 포함되지 않습니다.
• 주문/상품수급량에 따라 배송이 지연 될 수 있습니다.
• 구매 후 주문 취소시 영업일기준 1~3일 내 환불처리 됩니다.
• 해당제품은 입고 후 주문건 순차 출고 됩니다. ",https://media.bunjang.co.kr/product/147072614_{cnt}_1635729500_w{res}.jpg,6,147072614,https://m.bunjang.co.kr/products/147072614
1,아이패드 프로 11인치 5세대 실버 128gb+애플펜슬 2세대+매직키보드,"아이패드,아이패드프로,아이패드프로5세대11",경상남도 거제시 일운면,박스 구성품 다 있습니다. 매직키보드는 재질상 약간의 사용감 있으나 신경쓰일 정도는 아니고 패드랑 펜슬은 거의 신품급입니다. 파우치랑 일반 폴리오커버도 드려요. 쿨거래 하시면 조금 깎아드립니다. ,https://media.bunjang.co.kr/product/170709797_{cnt}_1637581828_w{res}.jpg,2,170709797,https://m.bunjang.co.kr/products/170709797
2,아이패드 에어4세대 그린 액정깨짐 + 아이패드케이스 + 펜슬커버,"아이패드에어4,아이패드에어,아이패드하자",서울특별시 은평구 신사제1동,"아이패드 에어4세대 그린입니다. 실수로 화장실에서 떨어뜨려서 액정이 많이 깨지긴 했는데 강화유리 쓰고 사용하시면 괜찮으실 듯 합니다 :) 액정깨짐이랑 모서리 찍힘하자 제외하고는 멀쩡하고 보시는 것처럼 화면은 깨지는 부분 없이 다 잘 나옵니다. 보이기만 하면 괜찮다 하시는 분 싸게 가져가주세요 ㅜㅜ 

올해 1월에 쿠팡에서 구매한 제품이고 아이패드 케이스 (그린) 애플펜슬 커버(그린)도 함께 드립니다!

직거래도 가능하고 택배도 가능합니다! 에눌도 어느정도 가능하고 편하게 연락 주세요 🙂

+펜슬은 포함되어있지 않아요 :)",https://media.bunjang.co.kr/product/170709795_{cnt}_1637581827_w{res}.jpg,7,170709795,https://m.bunjang.co.kr/products/170709795
3,갤럭시탭4,"갤럭시탭,갤럭시텝,갤럭시,탭,갤럭시탭410.1",경기도 남양주시 다산2동,"갤럭시탭4 
상태는 사진으로 봐주세요
생활기스 있어요
액정은 깨진거없이 깔끔해요",https://media.bunjang.co.kr/product/167672698_{cnt}_1635780582_w{res}.jpg,3,167672698,https://m.bunjang.co.kr/products/167672698
4,<급처>  ss급 아이패드미니5세대 wifi 64GB +펜슬+각종케이스,아이패드미니,인천광역시 남동구 구월2동,"죄송하지만 바로 매입 하실 분 아니시면 
찜 안 하셨으면 합니다..

2021년 5월16일 구입
사용감까지 느끼지 못할만큼 깔끔
각종 케이스도 구비
애플펜슬 1세대 당연 보유
이어폰 및 충전기 포함...
박스가 없어 잘 싸서 보내겠습니다.
갤탭을 먼저 사고 아이패드를 샀는데
아무래도 갤탭에 적응하다보니 
재판매 하게 되었습니다.
진짜 새거 저리 가라 깨끗합니다.
",https://media.bunjang.co.kr/product/168188969_{cnt}_1637414901_w{res}.jpg,6,168188969,https://m.bunjang.co.kr/products/168188969
5,아이패드미니5 256기가 셀룰러,"아이패드미니,아이패드,아이폰",서울특별시 영등포구 여의동,"
아이패드 미니5 사용감 거의 없는

256기가 셀룰러 팝니다

앞면 후면 전체 필름 붙혀놓은뒤 집에서만

한달 미만 손댄거 같네요

박스에만 좀 때있고 기기는 거의 새것입니다

직거래 서울협의 . 평일은 늦은 저녁에만 가능합니다.

택배시 안전하게 보내드립니다

﻿",https://media.bunjang.co.kr/product/170709415_{cnt}_1637581618_w{res}.jpg,2,170709415,https://m.bunjang.co.kr/products/170709415
6,아이패드프로5세대11인치256g(내용필독),아이패드프로5세대,전라북도 전주시 덕진구 우아1동,"안녕하세요 아이디어design 입니다
이달말~월초 기계 5대정도 재고 확보예정입니다
출고기간 대략10일이며
계좌이체로 선입금 판매합니다
(미개봉)아이패드12.9형256g115만(평균10일)
(미개봉)아이패드11인형256g81만(평균11일지연)
출고기간 지연시에 환불요청 바로환불가능.
펜슬은12만원이며 출고기간은7~10일입니다
온라인거래 정식사업자등록 판매자입니다
믿고 구입해주시는분께만 판매합니다
저는 구매자 판매자 서로 이득이남는 장사만합니다
요즘 논란이있는 판매자처럼..
과장판매안합니다(구공xx)저도돈묵였어요^^
모든거래는 제사업자통장 계좌거래입니다
내용에대한 구매문의만 답장합니다
감사합니다.


",https://media.bunjang.co.kr/product/170543475_{cnt}_1637449247_w{res}.jpg,2,170543475,https://m.bunjang.co.kr/products/170543475
7,갤럭시탭a 10.5 ,"갤탭,갤럭시탭",서울특별시 동작구 신대방제1동,"갤럭시탭a10.5(smt595n) 32기가
 14만원에 급처해서 팔아요 
10.5 판매자중에 몇만원더싸게팔아용

1.유투브 넷플보는용도로 잘썼어요 ◡̈

2.액정필름씌워져있어용

3.갤탭용 가죽케이스도있는데 생활감있는데 상관없으시면 그냥드릴게용

※ 256기가 sd카드도 같이사시면 + 1만원에 그냥드릴게요(보통4만원중반대하는거같아요)

+배송비 3000",https://media.bunjang.co.kr/product/170706196_{cnt}_1637580427_w{res}.jpg,2,170706196,https://m.bunjang.co.kr/products/170706196
8,새상품급) 와콤 CTL-4100 (블랙/소형),"와콤,태블릿,팬테블릿,웹툰테블릿,가성비테블릿",경상남도 창원시 진해구 자은동,"ㅇ제품명:CTL-4100 (블랙/소형)
ㅇ사용횟수:1회
ㅇ상태:S급
ㅇ상세내용:일러스트 입문용으로 사용하려고 했으나 직장이 바빠 정상 테스트 확인만 하고 보관 했습니다.소프트웨어 깔고 테스트 해본 결과 정상적으로 작동이 잘됩니다. 기본 구성품 전부 가지고 있으며 성격상 깔끔하게 사용하는 스타일입니다. 배송 시에 뽁뽁이를 이용해 깔끔, 안전하게 포장합니다~~",https://media.bunjang.co.kr/product/151946518_{cnt}_1636268185_w{res}.jpg,11,151946518,https://m.bunjang.co.kr/products/151946518
9,컨버터8 윈도우 태블릿 판매합니다,"컨버터8,아이뮤즈,태블릿,윈도우,가성비",부산광역시 북구 만덕제1동,"아이뮤즈 컨버터8 64기가 모델 판매합니다.

듀얼OS(윈도우+안드로이드)인데
안드로이드5.1로 버전이 낮아 그냥
윈도우10으로 클린설치 했고 드라이버 다 설치해뒀습니다.
8인치 태블릿처럼 활용할 수 있고
도킹키보드를 연결해 노트북처럼 쓸 수 있습니다.

액정보호필름 붙어있고
충전기,케이블,본체,도킹키보드 드립니다.",https://media.bunjang.co.kr/product/170558940_{cnt}_1637466444_w{res}.jpg,3,170558940,https://m.bunjang.co.kr/products/170558940
