,title,tag,location,description,img,image_count,pid,url
21,애플워치se 40mm gps 스페이스 그레이,"애플,애플워치,애플워치se",부산광역시 연제구 연산제8동,"한달정도 사용했나..? 싶은데 그 중에서도 실사용 시간은 아주 적습니다 제 생활루트에선 별로 필요 없다고 느껴서 팔게 되었습니다 
풀박스, 배터리 성능 100%
메탈, 밀레니엄 스트랩 포함해서 드려요 
택비 포함이구요
직거래는 연산역이나 연산역에서 한 두 코스차이 까지만 할게요
",https://media.bunjang.co.kr/product/170323537_{cnt}_1637581399_w{res}.jpg,2,170323537,https://m.bunjang.co.kr/products/170323537
22,삼성 갤럭시 핏2 S급 판매,"갤럭시핏2,핏2,삼성",충청남도 서산시 석남동,"갤럭시 핏2 판매합니다.

2021년 2월 24일 구매했습니다.
매우 잘 쓰다가 기기결함으로 2021년 11월 20일 as받았습니다.
줄을 제외한 전면 모듈 새걸로 교체했습니다.
현재 초기 필름도 떼지 않은상태이며, 화면이 잘 나오는지 확인을 위해 충전기를 꽂아서 전원만 켜본 상태입니다.
줄같은 경우 사용감은 있지만 끊어지거나 하진 않습니다.

구성품으로는 본체, 스트랩, 충전케이블 입니다.

택배비 미포함 가격 50,000원 입니다.",https://media.bunjang.co.kr/product/170708904_{cnt}_1637581350_w{res}.jpg,5,170708904,https://m.bunjang.co.kr/products/170708904
23,(새제품) 행사중3+1 / 58가지 색상 애플워치 스포츠루프 스트랩 ,"애플워치스트랩,애플워치밴드,애플워치스포츠밴드,애플워치스포츠루프,애플워치",서울특별시 송파구 위례동,"💕애플워치 스포츠루프 스트랩💕

제품구매 전 재고확인해주세용

⌚️사이즈
38/40 mm , 42/44mm

⌚️색상
총 55개 색상

⌚️결제방법
계좌이체 또는 번개페이

⌚️배송방법
-직거래 : 수원 망포역 근처
-우체국: 우표(520원), 준등기(1800원), 
              빠른등기(3570원)
     👉우표배송의 경우 분실위험이 있습니다.
           (우표는 배송추적 불가, 번개페이불가)
          분실의 경우 판매자측에서 환불처리가 
          어렵습니다. 이점 확인하시어 주문바랍니다.

-택배: 반값택배(1600원, gs편의점으로배송)
          cj택배(2900원)

👀주문은 채팅주시면되어요-!
👀궁금하신부분도 채팅주세요-!
👀확인하는대로 바로답변드립니다-!
  👌새벽에도 안자고 있으면 답변 바로 드려용",https://media.bunjang.co.kr/product/165301317_{cnt}_1636826221_w{res}.jpg,12,165301317,https://m.bunjang.co.kr/products/165301317
24,(새제품) 애플워치 슬림 메탈 스트랩 2종,"애플워치스트랩,애플워치메탈스트랩,애플워치메탈밴드,애플워치메탈,애플워치슬림메탈",서울특별시 송파구 위례동,"💕애플워치 메탈체인 스트랩💕


⌚️사이즈
38/40/41mm
(줄조절기구 같이드려용🥰)

⌚️색상
총 2가지
실버 블랙

⌚️결제방법
계좌이체 또는 번개페이

⌚️배송방법
-직거래 : 수원 망포역 근처
-우체국: 준등기(1800원), 빠른등기(3570원)
-택배: 반값택배(1600원, gs편의점으로배송)
          cj택배(2900원)

👀주문은 채팅주시면되어요-!
👀궁금하신부분도 채팅주세요-!
👀확인하는대로 바로답변드립니다-!
  👌새벽에도 안자고 있으면 답변 바로 드려용",https://media.bunjang.co.kr/product/159843449_{cnt}_1637492809_w{res}.jpg,4,159843449,https://m.bunjang.co.kr/products/159843449
25,애플워치 SE 40mm ( 미사용 ),"애플워치,SE,40mm",경기도 수원시 팔달구 화서1동,"애플워치 SE 40mm 미사용 완전 S급 입니다

직거래 가능하시고 안전거래도 가능합니다",https://media.bunjang.co.kr/product/170708838_{cnt}_1637581322_w{res}.jpg,3,170708838,https://m.bunjang.co.kr/products/170708838
26,애플워치 3 화이트 38mm,"애플워치3,애플워치338mm,애플워치,애플워치스트랩",부산광역시 해운대구 좌제2동,사용별로 안해서 하자는 없는데 위쪽에 케이스 끼우면서 찍힘 약간 있는데 저처럼 케이스 끼우고 스트랩 두꺼운거 끼시면 티 별로 안나실꺼에요 충전기랑 다 드릴거구요 궁금하신건 톡주세요,https://media.bunjang.co.kr/product/170592824_{cnt}_1637486771_w{res}.jpg,8,170592824,https://m.bunjang.co.kr/products/170592824
27,애플워치7 45 mm 스테인리스 실버 밀레니즈 루프 미개봉,"애플워치7,실버,밀레니즈,45,애플워치",대구광역시 북구 산격3동,"애플워치7 45 mm 스테인리스 실버 밀레니즈 루프
미개봉 88만원에 판매합니다.

경북대 직거래 가능합니다.",https://media.bunjang.co.kr/product/170708760_{cnt}_1637581285_w{res}.jpg,2,170708760,https://m.bunjang.co.kr/products/170708760
28,갤럭시스마트워치4 (40mm),"삼성스마트워치4,갤럭시워치4,스마트워치4 40,삼성갤럭시워치",인천광역시 서구 검단3동,"열어만 봤어요. 
LTE 블루투스 와이파이 GPS

반품🙅‍♀️ 택포에요",https://media.bunjang.co.kr/product/169022664_{cnt}_1637581232_w{res}.jpg,4,169022664,https://m.bunjang.co.kr/products/169022664
29,애플워치 se gps 40mm 스페이스그레이,"애플워치,애플워치se,애플워치se40",전라남도 무안군 무안읍,"제품 : 애플워치 se gps 40mm 스페이스그레이 입니다.
판매 사유 : 여자친구랑 커플시계 쓰게되서 판매합니다.
구매일 : 쿠팡에서 32만원 주고 9월 5일? 9월초에 구매했습니다.

사용기간 : 구매하고나서는 9월,10월 이렇게 두달 들고 있었네요. 사용기간 아무리 많이쳐도 두달 안될거에요.
상태 : 사용감 있음 이라고 하기에도 너무 새제품입니다
(사진 필요하시면 더 찍어서 보내드려요)
배터리 : 97%네요

구성품 : 대학교 기숙사 사용중이라 박스가 본가에 있어서
박스를 제외하고 애플워치,기본 실리콘 스트랩, 밀레니즈 유사스트랩, 충전케이블(어댑터X) 제공합니다.

판매 가격 : 택배비포함 24 생각합니다.
(네고가 되긴하는데 대학생이라 많이 못해드림)",https://media.bunjang.co.kr/product/170113894_{cnt}_1637203963_w{res}.jpg,7,170113894,https://m.bunjang.co.kr/products/170113894
30,갤럭시워치4 40mm 블랙색상 판매합니다!,"갤럭시워치4,블랙,40mm",경기도 부천시 소사본3동,"쿠팡에서 9월 18일에 구매한 갤럭시워치4 40mm 블랙 판매합니다.
시험이 끝나고 친구들이랑 롯데월드를 가야하는데 돈을 직접 마련해야할꺼같아서 급하게 판매합니다!!
정말 아끼는 워치포이지만 좋은분에게 가시길.. 거의 새상품이고 제가 다른것에서 그매한 스트랩과 정품스트랩도 같이드립니다! 충전기랑 박스도요!!

편의점 반값택배O
편의점 택배O
직거래(시간이 맞으면 O)
번개페이O",https://media.bunjang.co.kr/product/170708546_{cnt}_1637581167_w{res}.jpg,12,170708546,https://m.bunjang.co.kr/products/170708546
31,미밴드5/6 충전기,파름신오신날,서울특별시 영등포구 양평제1동,미밴드 5 / 6 usb 충전 케이블입니다.,https://media.bunjang.co.kr/product/170708329_{cnt}_1637581046_w{res}.jpg,1,170708329,https://m.bunjang.co.kr/products/170708329
32,[풀박스 상태A급] 애플워치 3세대 38mm,애플워치,서울특별시 강남구 삼성2동,"애플워치 3 38mm 팝니다.
상태 a급 외관상 큰 기스없음.
풀박스 (충전기,설명서,박스,액정케이스1개,정품 워치 스트랩, 스트랩 2개 추가 증정)

직거래 가능 지역: 
평일- 흑석역,삼성중앙역 
주말 : 인천논현역,소래포구역
",https://media.bunjang.co.kr/product/170708201_{cnt}_1637581153_w{res}.jpg,5,170708201,https://m.bunjang.co.kr/products/170708201
33,갤럭시 워치4(R860) 실버 미개봉 새것 팝니다.,"워치4,R860",경기도 남양주시 다산1동,"안녕하세요.

갤럭시 워치4(R860) 실버 미개봉 새것 팝니다.

미개봉 미사용 새것 입니다.
새것이라 따로 설명할것이 없네요.
사진 확인 바랍니다.

직거래는 중앙선 도농역에서 하구요. 
(저녁 늦게도 가능)
그외는 택배로 보내드립니다.

빠른 거래를 위해서 문자나 전화로 연락주세요. 
***-****-****",https://media.bunjang.co.kr/product/170708082_{cnt}_1637580951_w{res}.jpg,2,170708082,https://m.bunjang.co.kr/products/170708082
34,애플워치6 나이키 에디션 스트랩 팝니다!(새상품),"워치스트랩,애플워치,애플워치스트랩,시계줄",경기도 파주시 교하동,"스트랩 판매합니다! 
착용 안했던 새상품입니다
정품 맞습니다.
애플 각에 보내드려요~
줄 사이즈 38/40mm 세요~!
가격 많이 낮춰서 최종가로 올립니다!
연락 빠른 분이랑 바로 거래할게요~

교환,환불x
택배 됩니당
직거래도 됩니당
연락주세요~~!",https://media.bunjang.co.kr/product/169630005_{cnt}_1636628336_w{res}.jpg,3,169630005,https://m.bunjang.co.kr/products/169630005
35,애플워치7 41mm 실리콘 스포츠밴드 클로버,"애플워치밴드,스포츠밴드",경기도 양주시 백석읍,"애플워치7 구매하면서 온 기본 클로버색상 스포츠밴드입니다! 전 메탈만 사용해서 판매해요😆 

실찰 3회 미만입니다. 녹색덕후분들 후딱 가져가세여💚",https://media.bunjang.co.kr/product/168677370_{cnt}_1636949083_w{res}.jpg,3,168677370,https://m.bunjang.co.kr/products/168677370
36,샤오미 미밴드4 + 미밴드1,"미밴드,샤오미,스마트,워치,시계",경기도 용인시 기흥구 동백동,"샤오미 미밴드4와 미밴드1입니다.

미밴드4는 구성품 전부 있는 풀박스입니다.
사용감 많진 않지만 있고 버튼부에 사진으로도 안나오는 아주 미세한 작은 기스가 있습니다. (국내 정식 수입품인데 기본적으로 영어로 나옵니다. 한글 알림은 잘 나옵니다)

미밴드1은 덤이라고 생각하시면 됩니다.
미밴드1은 풀박스에서 스트랩만 없습니다.

일괄 판매만 합니다.

크린토피아 동백초당점 앞 직거래 혹은 택배거래 가능합니다
택배비 +4000입니다 번개페이는 받지 않습니다
후기보시면 아시겠지만 사기 일체 아니며 불안하시면 직거래 부탁드립니다",https://media.bunjang.co.kr/product/166154033_{cnt}_1637379825_w{res}.jpg,4,166154033,https://m.bunjang.co.kr/products/166154033
37,애플와치 5 (Apple Watch 5) 40mm,"애플와치5,applewatch,40mm",서울특별시 강남구 삼성1동,"제품하고 충전 USB 본체만 판매합니다.

박스 없어서 싸게 내놓습니다.

쿨거래 환영합니다. ",https://media.bunjang.co.kr/product/170707872_{cnt}_1637580800_w{res}.jpg,9,170707872,https://m.bunjang.co.kr/products/170707872
38,애플워치se 44mm 스그,애플워치,광주광역시 북구 문화동,"애플워치 se 44mm 스그

밀레니즈루프 블랙, 실리콘스트랩블랙
작은 생활기스정도, 풀박스

네고문의 바로 차단

전남 직거래 외 택배착불",https://media.bunjang.co.kr/product/170544524_{cnt}_1637451669_w{res}.jpg,4,170544524,https://m.bunjang.co.kr/products/170544524
39,애플워치 슬림 케이스 (New),"애플워치,애플워치se,애플워치케이스,애플워치스트랩,애플워치밴드",서울특별시 광진구 구의제3동,"2개 구매시 *무료배송* 깜짝 이벤트!!!

안녕하세요!!
❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛
애플워치 악세사리를 전문적으로 판매중인 마켓입니다!
이번엔 애플워치 슬림 케이스를 준비했습니다!
애플워치에 상처가 나는게 두려워서 이것저것 찾아보다가
가장 슬림하고!
가장 가볍고!
가장 이질감없고!
뚱뚱해 보이지 않는 제품을 찾았어요!
😎마진 다빼고 최저가로 판매합니다😎

44
40 
(소량 입고되었어요! )

더 저렴한 제품도 있지만! 저는 좋은 물건을 구입하시는걸 추천드려요! 색이변하고 뚱뚱해져요 ㅠ 애플워치는 소중하니깐!

감사합니다~",https://media.bunjang.co.kr/product/158893476_{cnt}_1634391917_w{res}.jpg,4,158893476,https://m.bunjang.co.kr/products/158893476
40,애플워치 밀레니즈루프 블랙 (New!),"애플워치스트랩,밀레니즈루프스트랩,밀레니즈루프블랙,애플워치밴드,애플워치7",서울특별시 광진구 구의제3동,"2개 구매시 *무료배송* 깜짝 이벤트!!!

안녕하세요! 
고퀄리티 애플워치 악세사리만 판매중인 마켓입니다!
❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛

데일리로 사용하기 좋은 밀레니즈 루프 제품 판매합니다!
마진 싹 ~ 빼고 진짜 저렴한 가격에 좋은 물건 구했습니다!

제가 여러가지 제품 사용해본 후 이거다 싶어서 판매하게 됐어요!
믿고 구입 하셔도 됩니다!

밀레니즈 제품은 자석이 중요해요!
이 제품은 떨어질 생각을 안하네요~

실버 44/42 
실버 40/38 
핑크 40/38 

블랙 새롭게 입고되었습니다!!!!!!@@@@@@@
44/42 
38/40
추가요금 1000 발생합니다! 

감사합니다!",https://media.bunjang.co.kr/product/155648267_{cnt}_1634477843_w{res}.jpg,4,155648267,https://m.bunjang.co.kr/products/155648267
41,애플워치 롤렉스 스트랩 (New),"애플워치,애플워치스트랩,애플워치밴드,애플워치4실버스틸,애플워치se",서울특별시 광진구 구의제3동,"2개 구매시 *무료배송* 깜짝 이벤트!!!

안녕하세요! 
고퀄리티 애플워치 악세사리만 판매중인 마켓입니다!
❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛

고급스럽고 케쥬얼하게 착용 가능한 롤리 스타일 메탈 스트랩입니다! 
마진 싹 ~ 빼고 진짜 저렴한 가격에 좋은 물건 구했습니다!
제가 여러가지 제품 사용해본 후 이거다 싶어서 판매하게 됐어요!
믿고 구입 하셔도 됩니다!

스테인리스 제품이라 다른 제품보다 가볍고! 
길이 조절기 까지 함께 보내드리고 있습니다! 

실버 44/42 

감사합니다!",https://media.bunjang.co.kr/product/155045285_{cnt}_1630144952_w{res}.jpg,4,155045285,https://m.bunjang.co.kr/products/155045285
