,title,tag,location,description,img,image_count,pid,url
0,미사용 특 S급/삼성 32인치 커브드 QHD 144HZ 게이밍 모니터,"삼성,QHD,32인치,커브드,게이밍",서울특별시 동작구 사당제4동,"
디자인작업팀원들 전부 이걸로 놓고 쓰려고 24대 샀는데, 
이중에서 미사용으로 비품실에 그대로 보관중인, 남는 수량 여분 4대를 너무 아깝지만 그대로 판매합니다. 

박스는 초기에 버리고 없습니다.

모델 : 삼성전자 C32JG52

32인치 QHD(2560X1440) 144HZ 커브드(CURVED) - 4대

방배동, 동작구,신림동 까지만 딱 배달이 가능합니다. 대당 27만원 입니다.

단, 직접 오셔서 제품확인후 구입하시면 대당 25만원입니다.

신속하게 팔려고 싸게 올립니다. 

저희 정산사항 이라서 네고는 아예 불가한점 미리 말씀드립니다.

카드결제 및 무이자할부 가능.
(오셔서 제품확인 및 수령후 온라인결제) 
업자 매장이 아니라서 카드결제는 반드시 별도 문의.

19년 초에 구입, 미사용 특S급, 

정산처리 해야해서 네고는 불가능합니다.
네고 요청은 하지 말아주세요^^  
미리 양해부탁드립니다.

삼성전자, 32인치 고해상도 QHD(2560X1440) 커브드, 144HZ, 디자인 엄청 이쁩니다^^ 

박스는 없고, 미사용제품이라서 특S급 상태입니다.

삼성 순정 케이블도 신품으로 그대로 따라갑니다.

네고불가, 택배불가. 
반드시 직거래만 합니다. 

실컷 쓰다가 파는 제품과 비교하지 마시고, 물건같은 물건, 제대로 된 물건 찾으시는분만 연락주세요^^

혹시 대중교통으로 오시는분은 포장 확실하게 해드립니다. 
한손으로 가볍게 들고 가실수 있습니다. 

서울 7호선 남성역 부근입니다. 반드시 오셔서 제품 구동확인까지 하고 가져가셔야 합니다^^ 


",https://media.bunjang.co.kr/product/150401920_{cnt}_1637307620_w{res}.jpg,7,150401920,https://m.bunjang.co.kr/products/150401920
1,신티크 프로 16 판매합니다,"wacom,와콤,신티크,신티크프로,Cintiq",경기도 부천시 고강본동,"3D 텍스처 작업용으로 구매했다가
팬타블릿이 더 편하여 판매합니다.

지금은 거의 모니터로만 사용중입니다.

부천에서 거래하며 택배는 사양합니다.",https://media.bunjang.co.kr/product/170714678_{cnt}_1637584314_w{res}.jpg,3,170714678,https://m.bunjang.co.kr/products/170714678
2,특S 급/LG 울트라기어 27GK750F 240HZ/G싱크 게이밍 모니터,"lg,27인치,엘지,240z,모니터",서울특별시 동작구 사당제4동,"

반드시 위 사진과 아래글을 전부 읽고 숙지하신후 연락주시기를 부탁드리겠습니다 ~^^

모델 : LG전자 울트라기어 27GK750F 


디자인회사에서 쓸려고 수량 너무 많이 구입했는데 코로나로 인한 인원감축으로 여분이 남는 관계로, 비축분 여유분 모니터 동일제품 수량으로 아주 싸게 판매합니다.

신속하게 팔고 저희할일 하는게 낫다 싶어서 가격 아주 싸게 책정했습니다.

1번.
19년 후반 구입이고, 무상 A/S 21년 11월 말일까지 남은 제품 2대 판매 - 대당 28만원 .

2번.
19년 1월 구입이고, 무상AS기간이 막 지나간 제품이나, 상태는 특 SS급인 제품 4대 판매 -  대당 25만원.

위 두가지 제품 모두 
구입후 사무실에서 사람도 없는 빈자리에서, 약 4~8개월간 그 빈책상에 설치만 되어 있었던 제품이고, 
사람이 앉아서 사용한건 아니고, 전원만 4~8개월간 꽂혀 있기만 했던 제품이라, 
상태는 그냥 특급입니다. 

한두대 산게 아니라서 박스는 초기에 전부 버리고 없는 상태입니다.

따라서 판매제품은 박스는 없고, 모니터와 사진에 보이는 구성품으로 케이블이 다 따라갑니다. 

LG 27인치 울트라 기어 풀HD 240HZ, 1MS, 그리고 G-싱크 호환하는 강력한 사양에 디자인이 첨단인 모델입니다. 

1번제품  2대 -- 대당 판매가 28만원
2번제품  4대  - 대당 판매가 25만원

( 네고는 전혀 불가능합니다. 공식으로 정산해야 하는 부분이라서요^^ ) 

요즘 엘지 제품 고장없습니다.
이 제품 워낙 고가제품이라 장만할 엄두도 못내는데, 이번에 파격가로 장만하시면 득템으로 좋으실겁니다. 

반드시 직거래만요~^^
택배불가입니다 


개인간 거래도 요즘 카드결제 전부 가능합니다.
무이자 할부 포함, 온라인결제도 가능하구요!
카드는 반드시 별도 문의하셔요.

서울 이수역부근.
지하철역이나 길거리 거래는 안합니다. 

반드시 오셔서 제품 구동확인까지 하고 확인후 구매하는 방식입니다.

포장 완벽하게 해드립니다 ~^^

",https://media.bunjang.co.kr/product/165168503_{cnt}_1637322494_w{res}.jpg,8,165168503,https://m.bunjang.co.kr/products/165168503
3,LG TV 모니터 받침대 23MA53D,"23MA53D,LG TV 모니터,모니터스탠드",경기도 용인시 처인구 포곡읍,"LG TV 모니터 받침대 23MA53D
비닐도 안뜯은 새것. ​
총 3개 남음. 개당 1만원에 판매 합니다.
용인 직거래. 택배 가능합니다(뽁뽁이 포장)
",https://media.bunjang.co.kr/product/157984476_{cnt}_1635322173_w{res}.jpg,7,157984476,https://m.bunjang.co.kr/products/157984476
4,삼성 스마트 모니터 판매,"삼성,최신형,스마트모니터",경기도 고양시 일산동구 장항2동,"32인치 스마트 모니터 판매합니다!
상태 S이고 컴퓨터사용 및 넷플릭스 시청용으로 구매했었어요! 이번에 이사하게 되면서 내놓습니다ㅠㅠ
구성품은 리모콘 있습니다! 건전지는 한세트 드려여!
퀵으로 하시면 1만원 지원, 자택으로 올시 2만원 할인 
일반택배는 착불입니다! ",https://media.bunjang.co.kr/product/170410056_{cnt}_1637569911_w{res}.jpg,2,170410056,https://m.bunjang.co.kr/products/170410056
5,Lg Up650 27인치 4k모니터,"up650,lg,4k,27인치",대구광역시 동구 안심1동,"정상작동 되는지 확인만 해본 제품입니다.

구성품 모두 있구요 작동간에 묻은 약간의 지문들과 미개봉 제품이 아닌점 감안하여 50에 처분합니다~

네이버 최저가 548,000입니다.",https://media.bunjang.co.kr/product/170713367_{cnt}_1637583664_w{res}.jpg,2,170713367,https://m.bunjang.co.kr/products/170713367
6,"미사용, 특S급, 아수스 VG278Q 144HZ  27인치 게이밍 모니터","아수스,27인치,스피커,144hz,게이밍",서울특별시 동작구 사당제4동,"1. 아수스 VG278Q 144HZ --- 2대 대당 21만원. 

2. 아수스 VG278HV 144HZ --- 2대 대당 19만원. ​ 


19년 12월 구입이고, 디자인회사라서 수량을 너무 많이 구입해서 여분 4대 남는관계로 싸게 판매합니다. 

그중 수량 초과분 4대를 파는 건데, 
비닐에 씌워진 상태로 고히 보관해온거라서, 
미사용제품이고 신품급 상태입니다. 케이블 정품으로 다 따라갑니다. ​ 

반드시 오셔서 제품 구동확인까지 마치고 포장해드릴거라서 걱정하실 필요가 전혀 없습니다 .

고가의 아수스 제품이고, 27인치 풀HD 144HZ, 1MS, 프리싱크 게이밍 모니터입니다. ﻿
자체 스피커내장, IPTV 시청도 가능. ​ 

1번 : 아수스 VG278Q 144HZ 무상 A/S기간 22년까지인 제품 2대 -- 대당 210,000원. 

2번 : 아수스 VG278HV 144HZ 무상 A/S기간이 이미 끝난 직전 구형 모델 2대 -- 대당 190,000원. ​ 

박스는 없고, 미사용으로 비품실에 보관만 해온 제품이라 상태는 아주 좋습니다. ​ 

네고는 사정상 아예 불가능한점 미리 말씀드립니다. 
네고요청을 위한 문자는 하지 마시길 부탁드립니다. ​ 


업자아니라도 요즘은 개인간 카드 거래도 전부 가능합니다. 무이자 할부 가능. ​ ​ 


서울 7호선 이수역 부근이고, 직거래만 합니다. 택배거래 안합니다. 

반드시 오셔서 제품 확인후 구매하는 방식입니다. ​ 

포장 완벽하게 해드리고, 포장해드리면 한손으로 들고 가실수 있습니다.

번개톡 주시면 거래가능합니다.


^^​",https://media.bunjang.co.kr/product/169579546_{cnt}_1637091273_w{res}.jpg,7,169579546,https://m.bunjang.co.kr/products/169579546
7,벤큐XL2441k,"벤큐24인치,벤큐2411k",울산광역시 울주군 온산읍,"벤큐XL2441k
모니터 팝니다 구매후 보름정도 쓰고 게임을 못하게되서 팔려고 합니다 보시는거 처럼 사용을 안해서 먼지만 묻어 있습니다 상태는 그냥 쌔거라고 보시면 됩니다 직접
가지러 오셔야합니다!",https://media.bunjang.co.kr/product/170228062_{cnt}_1637583604_w{res}.jpg,1,170228062,https://m.bunjang.co.kr/products/170228062
8,삼성 23인치 모니터,"삼성,모니터",경기도 용인시 기흥구 보정동,2009년 생산 23인치 모니터,https://media.bunjang.co.kr/product/170502298_{cnt}_1637491231_w{res}.jpg,2,170502298,https://m.bunjang.co.kr/products/170502298
9,13인치 터치 포터블 모니터 팝니다.,"휴대용모니터,터치모니터,dex,13인치,포터블",경기도 화성시 병점1동,"
유니온 UN125P 터치 포터블 모니터

13인치(33cm) 크기에 500g 무게의 가벼운 휴대용 FHD 터치 모니터.
HDMI 단자로 각종 디지털 기기와 확장 모니터로 사용 가능하고,
삼성 스마트폰과 USB-C 케이블 연결 시 삼성 DEX 기능 확장 사용 가능한 10포인트 터치 포터블 모니터


지역은 오산 한신대 부근이고 택배거래, 번개 페이 가능 합니다.

﻿*** 중고리퍼 상품이나 기능상에 문제는 전혀 없고 외관상 사용 흔적이 있을 수 있습니다.
*** 무상보증 기간은 구매 후 3개월 입니다.",https://media.bunjang.co.kr/product/170376124_{cnt}_1637302321_w{res}.jpg,8,170376124,https://m.bunjang.co.kr/products/170376124
