,title,tag,location,description,img,image_count,pid,url
0,canon g7x mark2,"유튜브,카메라,미러리스",경상북도 안동시 태화동,"가죽케이스, 캐논파우치 같이드려요
깨끗해요",https://media.bunjang.co.kr/product/170715707_{cnt}_1637584821_w{res}.jpg,3,170715707,https://m.bunjang.co.kr/products/170715707
1,올림푸스카메라 거치대,"거치대,카메라,올림푸스",경기도 평택시 비전1동,"필요하신분한테판매할께요
관심있으시면연락주세요
",https://media.bunjang.co.kr/product/163319433_{cnt}_1636695754_w{res}.jpg,3,163319433,https://m.bunjang.co.kr/products/163319433
2,탐론 17-70mm F2.8 소니 E 마운트 정품 1770,"탐론,소니,광각렌즈",서울특별시 강남구 신사동,"

탐론 1770입니다. 

풀박스에 정품 보증서 다 있습니다!

직거래 가능하고 택배거래도 가능합니다.


",https://media.bunjang.co.kr/product/169311169_{cnt}_1637584722_w{res}.jpg,3,169311169,https://m.bunjang.co.kr/products/169311169
3,후지 파인픽스 S200EXR,"후지파인픽스,S200,명기,EXR",경기도 수원시 장안구 송죽동,"후지에서 나온 하이엔드 카메라중 명기라할수있는 카메라죠.
후지 특유의 색감이 다른 카메라의 감성과는 확연히 다르기에 후지 쓰시던분은 다른 카메라로 갈아타기가 쉽지않을 정도로 좋고 특히 녹색,인물,야경이 정말 잘나옵니다. 
일반  DSLR 못지않은 사진을 원하신다면 자동,수동 기능도 좋고 줌기능도 좋아 쓰임새가 많아 소장가치는 충분하다고 생각합니다.

""가장 큰 특징.""
프로비아  (구분없는 피사체 적합.)
벨비아  (풍경,자연의 생기,)
아스티아  (온화한 색상,차분한 느낌)
B&W  (흑백사진)
세피아 (세피아 느낌의 사진)

따로 필카사실 필요없이 필름 카메라 회사답게 레트로 감성의 필름효과를 충분히 내실수있답니다.

사진보듯 카메라 찍힌 부분도없이 깔끔합니다.
기존 X20이있어 편하게 갖고 다닐려고 내놓는거고 마지막 사진에 구성품 다 드립니다.
예민하신분들은 패스 해주시고 S200이나 후지 카메라를 아시는분이 데려가심 좋을듯합니다.
궁금한 사항은 톡주세요
개인거래상 환불은 불가합니다",https://media.bunjang.co.kr/product/168001252_{cnt}_1635208151_w{res}.jpg,12,168001252,https://m.bunjang.co.kr/products/168001252
4,파나소닉 루믹스 Gx85 14-42번들 ,"파나소닉,루믹스,gx85,카메라",서울특별시 구로구 구로제5동," 바디 상태 정말 좋아요 거의 새거 같아요
다른 카메라를 들이게 돼서 판매합니다
까진 구석도 없이 말끔합니당 

렌즈는 신형 14-42번들이고 
이상없숩니다 ! 직거래는 신도림 희망합니당 ",https://media.bunjang.co.kr/product/170231629_{cnt}_1637162770_w{res}.jpg,1,170231629,https://m.bunjang.co.kr/products/170231629
5,캐논 eos m50 카메라,"미러리스,유튜버입문,카메라,카메라추천,캐논카메라",경기도 부천시 상2동,"★한분이 자꾸 여러 계정으로 자꾸 새상품이랑 금액 똑같다고 하시는데 차단합니다. 거기서 구매하세요 한두번이면 그냥 그러려니 하는데 차단하면 계정 다른거 갖고와서 욕먹을까봐 알려주는거다, 왜비싸냐 등등 정말 말도 안되게 시비거시는데 답 안할게요 모델이 이건데 더 비싸냐 다른 분꺼보다 비싸냐 이러시면 그냥 그거 사세요 남이 파는데 와서 비싸니 낮춰서 팔라 하지 마시구요. 

- 구성품 )바디,15-45mm번들 렌즈,UV렌즈 보호필름?,충전기,카메라가방,16g메모리칩,검정색 실리콘케이스,10만원 상당의 삼각대
(삼각대가 길쭉한 삼각대는 아니고 15-20cm정도 짧은 거치대 삼각대에요! 유튜버하시는 분들 책상 위에 올려놓고 찍을때 좋은?짧은 삼각대입니다!)

-구매하고 정품 인증 했었습니다~

-직거래, 택배거래 가능합니다(택배비 추가돼용~)

-작년인가 올해 초에 100만원정도 주고 구매했는데 카알못인 상태에서 구매해서 생각보다 많이 사용하지 않게되어 판매합니다ㅠㅠ놀러갈때 2-3번 사용했고 메모리는 초기화되었는 상태입니다~ 눈에 띄는 스크레치 딱히 없어요! 

-사진내 구성품 별도로는 판매 안해요! 
사진 구성품 전부 같이 판매해요
따로 판매하거나 제외하고 판매하진 않아요!!


-그 외 문의사항 번톡 주시면 답변해드려요~",https://media.bunjang.co.kr/product/139118425_{cnt}_1621932535_w{res}.jpg,5,139118425,https://m.bunjang.co.kr/products/139118425
6,[후기좋아요!] 소니 미러리스 카메라 NEX-3N (16-50mm),"소니카메라,소니미러리스카메라,소니nex-3n",경기도 부천시 심곡1동,"번개페이 환영합니다.  결제하시면 가능한 당일
배송 맡겨요.

후기 좋으니 구경 해보시고 안심하고 거래 하세요 ~ 
상점에 비슷한 상품들 있으니 같이 봐 주세요.

http://shop.bunjang.co.kr/eveningroad

기능 이상 없고 잘 작동하는 카메라입니다.
DSLR 큰 카메라와 아주 작은 카메라 중간 사이즈
입니다.  한 손에 쏙 들어오는 사이즈 입니다.
엘시디 화면을 돌릴 수 있어서 사진 찍기 아주
편합니다.  동영상도 Full HD 로 60프레임 촬영해요.

상세사양은 사진 참조 바랍니다.

구성품은 기본배터리, 충전기, sd카드8기가, 렌즈캡,
청소용천, 가방 입니다.

택배는 가능한 당일 발송하고,
직거래는 부천역 이나 신중동역, 부천대에서 합니다.

ㅇㅣㅇ 2346 8097 로 연락 주셔도 되요.",https://media.bunjang.co.kr/product/169806428_{cnt}_1636797862_w{res}.jpg,12,169806428,https://m.bunjang.co.kr/products/169806428
7,소니a6400 18-105렌즈 및 악세사리 [유튜브 세트],"소니카메라,a6400,소니a6400,소니a640018-105",부산광역시 해운대구 반여제2동,"
안녕하세요
올 4월에 유튜브용으로 구성했던 카메라 세트 
개인사정으로 판매합니다. 
실사용은 한달에 한,두번씩 거의 10번 안팎으로 영상촬영용으로 사용했네요 다만 사진으로보시면 바디에 찍힘이 두군데 있습니다 그리고 렌즈사진의 스크래치는 렌즈에 끼워둔 캔코 필터에 스크래치입니다. 
예민하신분들은 다른 제품 보시고요 무조건 일괄로 판매하겠습니다. 
소니코리아 정품 제품들이구요 구매하고 바로 정품등록했습니다! 
나름 고심해서 올린 가격대라 에눌문의는 정중히 사양하겠습니다 ㅠㅠ 

<판매구성>

바디 : 소니a6400 
렌즈 : 18-105 
마이크 : 로데 비디오 마이크로 
메모리 : 샌디스크 익스트림 프로 128G
삼각대 : 맨프로토 컴팩트 액션 
(개인적으로 조이스틱헤드에 스크롤과 헤드를 잠구는 시스템이 정말 편합니다 그리고 비교적 가벼운 무게) 
베터리 : 정품 1개, 호환용 2개, 정품 충전기 , 호환멀티충전기 
그리고 체결되어있는 스트랩까지 포함입니다! 



",https://media.bunjang.co.kr/product/170714097_{cnt}_1637584212_w{res}.jpg,11,170714097,https://m.bunjang.co.kr/products/170714097
8,소니 하이앤드  컴팩트카메라 rx100m3,"카메라,소니,브이로그카메라,셀카,대구",대구광역시 동구 안심3.4동,"소니 하이앤드 컴팩트카메라 rx100m3
고선명 1인치센서에
24~70mm 줌렌즈와  조리개 f1.8~2.8 입니다
작고 가벼워 휴대가 편해요~

환불안됩니다 
사진보시고 신중하게 선택하셔서 문자주세요
010-3오1팔-777영",https://media.bunjang.co.kr/product/170713272_{cnt}_1637584295_w{res}.jpg,10,170713272,https://m.bunjang.co.kr/products/170713272
9,bmpcc 6k pro / sigma 1835 / sigma 50100,bmpcc,전라북도 군산시 수송동,"bmpcc 6k pro 240만

21년 9월 구매 3회사용
상태 깨끗합니다. 소니로 기변하려 판매합니다
(다빈치 미포함)

1835 52만

일명 ufo 렌즈, 명불허전 ef 크롭 최고의 렌즈입니다
상태좋아요. 소프트케이스가 없네요

50100 93만

시그마 50100, 1835의 찰떡 궁합 준망원 렌즈입니다
상태 매우 좋아요. 박스가 없어요. 

일괄시 380

연락주세요",https://media.bunjang.co.kr/product/170711538_{cnt}_1637582775_w{res}.jpg,7,170711538,https://m.bunjang.co.kr/products/170711538
