,title,tag,location,description,img,image_count,pid,url
0,캐논인스픽s,"캐논,카메라,즉석사진,인스픽,필름카메라",,"캐논 인스픽s

충전기케이블빼고풀박스
카메라, 케이스, 설명서

추가로 필름 15장 서비스로드려요

몇번 사용하지않아 거의 새상품과 마찬가지입니다

궁금한 사항은 톡주세요

일반택배 : 3500  
반값택배 : 1600 (GS / CU만가능)
 
",https://media.bunjang.co.kr/product/170715440_{cnt}_1637584690_w{res}.jpg,5,170715440,https://m.bunjang.co.kr/products/170715440
1,하만 흑백 카메라 미개봉,"카메라,흑백카메라,하만",,"하만 흑백 카메라 미개봉 제품 양도합니다!
운미포 1.3으로 양도해요! (원가 1.9)
미개봉 제품이고 인증 가능합니다!
번톡 주세요~

gs 반택 +2000원",https://media.bunjang.co.kr/product/158898785_{cnt}_1630136220_w{res}.jpg,1,158898785,https://m.bunjang.co.kr/products/158898785
2,캐논 인스픽s,"캐논,카메라,즉석사진,인스픽,필름카메라",,"캐논 인스픽s

충전기케이블빼고풀박스
카메라, 케이스, 설명서

추가로 필름 15장 서비스로드려요

몇번 사용하지않아 거의 새상품과 마찬가지입니다

궁금한 사항은 톡주세요

일반택배 : 3500  
반값택배 : 1600 (GS / CU만가능)
 
",https://media.bunjang.co.kr/product/170715290_{cnt}_1637584611_w{res}.jpg,5,170715290,https://m.bunjang.co.kr/products/170715290
3,인스탁스 미니 11 ,"인스탁스,인스탁스미니11,폴라로이드카메라",,"인스탁스미니11 화이트 색상 팝니다..!!
8.20일에 구매 했는데 사두고 밖에나가서 한번도 쓰지 못했어요ㅜㅜ
폴라로이드 박스도 있어요!!! 
진짜 투명케이스 계속 끼워두다 사진찍을려고 잠시 뺐어요!!
카메라 상태 궁금하시면 연락 주세요 
자세히 보여드릴께요!!
투명케이스는 따로 샀는데 같이 드릴께요ㅜㅜ
가방도 한번도 안쓰고 파우치는 뜯지도 않았어요ㅜㅜ
가방도 박스에 담아왔는데 그대로 넣어드릴께요ㅜㅜ
필름이 너무 비싸 안쓸거같아 팔아요ㅜㅜ
필름 빼고 다 있습니당..!! 연락주세요!
다해서 일괄 택포 11.5 입니다!!
궁금한거 있으시면 편하게 연락주세요!!
언제든지 답 해드립니다!!! 
",https://media.bunjang.co.kr/product/165999480_{cnt}_1637584280_w{res}.jpg,2,165999480,https://m.bunjang.co.kr/products/165999480
4,인스탁스 SQ1 대여,"인스탁스,인스탁스스퀘어,인스탁스스퀘어sq1,인스탁스대여",경상남도 양산시 물금읍,"인스탁스 SQ1 화이트 + 플라스틱 케이스 + 스트랩 대여합니다!

[가격]
보증금 : 60000
1일 : 5000
7일 : 30000
10일 : 45000
15일 : 70000
30일 : 110000

필름1장 : +1500
10장 : 13000
20장 : 27000

[배송비]
일반택배 : 4000
(30000원 이상 대여 시) 배송비 : 3500
반값택배 : 2100
• 10일 이상 대여 시 보낼 때 배송비 반택으로 제가 부담해요 일반택배 원하시면 +2000 받아요
• 반택 원하시면 적어도 대여 10일 전에는 연락 주셔야 해요

[주의사항]
• 연락 주실 때 필요한 날짜, 필요한 필름 수 먼저 꼭 적어서 가능 여부를 물어봐 주세요!
• 연락 주시면 폼 드려요! 자세한 사항은 폼 작성하실 때 확인해 주세요

니트 입고 가방 대신 사용하면 예뻐요 옾챗이나 번톡 주세요~!

https://open.kakao.com/o/sWriSLAd
",https://media.bunjang.co.kr/product/169001689_{cnt}_1637584272_w{res}.jpg,2,169001689,https://m.bunjang.co.kr/products/169001689
5,폴라로이드 스퀘어 필름 팔아요~! 택배비 미포함,"폴라로이드,스퀘어,스퀘어필름,일회용필름",경기도 광주시 경안동,샀는데 저는 미니가 필요했던거라서 환불하려니깐 환불기간이 지나서 400장 사놨는게 한번에 팔아용 한번에 다 사시면 38만원에 가능하시고 택배비 포함이고 나머지 개당 구매는 택배비 미포함 10매당 만원입니다.,https://media.bunjang.co.kr/product/170316788_{cnt}_1637240535_w{res}.jpg,1,170316788,https://m.bunjang.co.kr/products/170316788
6,미놀타 프리덤비스타(P's) 필름카메라,"미놀타,프리덤,비스타,미놀타p's,필름카메라",경기도 안양시 동안구 범계동,"유명한 파노라마 카메라 비스타입니다
자동 필름카메라에서는 드물게 24mm광각렌즈를
가지고 있는 사진 잘 나오는 모델입니다
마지막 사진은 샘플입니다
사용감은 있지만 건전지 덮개부분 제외하고 고질적인 칠벗겨짐도 적은 편입니다
물론 모든 기능 정상입니다
배터리 새로 넣어드립니다(데이터백 배터리도)
파우치랑 스트랩 포함",https://media.bunjang.co.kr/product/170713833_{cnt}_1637583898_w{res}.jpg,4,170713833,https://m.bunjang.co.kr/products/170713833
7,코닥 필름카메라 ,"코닥필름,코닥필름카메라,코닥토이카메라",경상남도 창원시 진해구 웅천동,"옐로우 색 입니다 
카카오 선물하기 생일선물로 받았는데 안 써서 내놔요 
당연히 새상품 입니다
원가 39,000
판매가 32,000 입니다 ",https://media.bunjang.co.kr/product/170713749_{cnt}_1637583848_w{res}.jpg,1,170713749,https://m.bunjang.co.kr/products/170713749
8,인스탁스 필름카메라 리락쿠마 한정판,"필름카메라,리락쿠마,인스탁스,카메라",제주특별자치도 제주시 이도2동,"리락쿠마 폴라로이드입니다
한정판이였던거에요!
작동잘되고 대신 CR2 건전지 있어야합니다!
연락주세요!  
 
직거래, 택배 가능합니다!",https://media.bunjang.co.kr/product/169981440_{cnt}_1637583784_w{res}.jpg,8,169981440,https://m.bunjang.co.kr/products/169981440
9,폴라로이드,"폴라로이드,폴라로이드카메라",경상남도 김해시 활천동,"POP 폴라로이드 입니다.
30만원 가까이 주고 사서 딱 2장 찍어보고 내놔요 안에 필름 3장 남아있어요
카메라 예쁘고괜찮아요
저는 dslr 사는데 보태려고 팝니다ㅜ
쿨거래하심 좀 네고해드릴게요",https://media.bunjang.co.kr/product/165685755_{cnt}_1634214920_w{res}.jpg,4,165685755,https://m.bunjang.co.kr/products/165685755
